1.41421	2.47347	1.98543
2.82843	3.50989	1.20291
4.24264	4.0385	0.645161
5.65685	4.37565	0.412071
7.07107	4.55463	0.245578
8.48528	4.47971	0.012487
9.89949	4.53382	0.0291363
11.3137	4.47971	-0.0208117
12.7279	4.40062	-0.062435
14.1421	4.49636	0.0957336
15.5563	4.58377	0.0874089
16.9706	4.68366	0.0957336
18.3848	4.87097	0.154006
19.799	5	0.104058
21.2132	5.16649	0.162331
22.6274	5.32882	0.162331
24.0416	5.42872	0.104058
25.4558	5.55775	0.154006
26.8701	5.62019	0.0957336
28.2843	5.70343	0.0874089
29.6985	5.79917	0.0957336
31.1127	5.73673	-0.062435
32.5269	5.73257	-0.0208117
33.9411	5.79501	0.0291363
35.3553	5.78252	0.012487
36.7696	6.1155	0.245578
38.1838	6.59417	0.412071
39.598	7.31426	0.645161
41.0122	8.63371	1.20291
42.4264	10.7856	1.98543
