1.41421	3.23933	2.61811
2.82843	5.04162	1.96878
4.24264	6.45682	1.52758
5.65685	7.65557	1.27784
7.07107	8.6129	1.0281
8.48528	9.32882	0.786681
9.89949	9.8283	0.570239
11.3137	10.0697	0.320499
12.7279	10.0656	0.0707596
14.1421	9.92404	-0.104058
15.5563	9.59105	-0.270552
16.9706	9.14568	-0.387097
18.3848	8.73777	-0.387097
19.799	8.20499	-0.511967
21.2132	7.68887	-0.536941
22.6274	7.15193	-0.536941
24.0416	6.61915	-0.511967
25.4558	6.25286	-0.387097
26.8701	5.88658	-0.387097
28.2843	5.6743	-0.270552
29.6985	5.63267	-0.104058
31.1127	5.74089	0.0707596
32.5269	6.13632	0.320499
33.9411	6.78564	0.570239
35.3553	7.64308	0.786681
36.7696	8.74194	1.0281
38.1838	10.0905	1.27784
39.598	11.6972	1.52758
41.0122	13.7784	1.96878
42.4264	16.563	2.61811
