1.41421	1.95317	1.58585
2.82843	2.31113	0.586889
4.24264	2.42768	0.17898
5.65685	2.25702	-0.120708
7.07107	2.04891	-0.162331
8.48528	1.82414	-0.187305
9.89949	1.641	-0.17898
11.3137	1.45786	-0.17898
12.7279	1.37461	-0.0957336
14.1421	1.32466	-0.0541103
15.5563	1.31634	-0.012487
16.9706	1.13319	-0.137357
18.3848	0.937565	-0.187305
19.799	0.80437	-0.145682
21.2132	0.712799	-0.129032
22.6274	0.583767	-0.129032
24.0416	0.400624	-0.145682
25.4558	0.200832	-0.187305
26.8701	0.0718002	-0.137357
28.2843	0.105099	-0.012487
29.6985	0.0468262	-0.0541103
31.1127	-0.0530697	-0.0957336
32.5269	-0.244537	-0.17898
33.9411	-0.419355	-0.17898
35.3553	-0.602497	-0.187305
36.7696	-0.727367	-0.162331
38.1838	-0.802289	-0.120708
39.598	-0.573361	0.17898
41.0122	0.0759625	0.586889
42.4264	1.89074	1.58585
