1.41421	0.833507	0.695109
2.82843	0.954214	0.203954
4.24264	0.787721	-0.062435
5.65685	0.775234	-0.0291363
7.07107	0.75026	-0.037461
8.48528	0.741935	-0.00416233
9.89949	0.775234	0.012487
11.3137	0.771072	-0.0291363
12.7279	0.700312	-0.062435
14.1421	0.604579	-0.0707596
15.5563	0.271592	-0.278876
16.9706	0.496358	0.154006
18.3848	0.483871	-0.0291363
19.799	0.329865	-0.0957336
21.2132	0.204995	-0.0957336
22.6274	0.109261	-0.0957336
24.0416	0.0426639	-0.0957336
25.4558	0.0718002	-0.0291363
26.8701	0.209157	0.154006
28.2843	-0.140479	-0.278876
29.6985	-0.157128	-0.0707596
31.1127	-0.194589	-0.062435
32.5269	-0.215401	-0.0291363
33.9411	-0.227888	0.012487
35.3553	-0.252862	-0.00416233
36.7696	-0.28616	-0.037461
38.1838	-0.327784	-0.0291363
39.598	-0.406868	-0.062435
41.0122	-0.0988554	0.203954
42.4264	0.679501	0.695109
