1.41421	1.66181	1.32778
2.82843	1.90323	0.478668
4.24264	2.14048	0.278876
5.65685	2.282	0.162331
7.07107	2.39854	0.129032
8.48528	2.38606	0.0208117
9.89949	2.40271	0.012487
11.3137	2.46514	0.062435
12.7279	2.46098	0.00416233
14.1421	2.48595	0.00416233
15.5563	2.36108	-0.112383
16.9706	2.282	-0.0874089
18.3848	2.26119	-0.0457856
19.799	2.1488	-0.0541103
21.2132	2.19875	0.012487
22.6274	2.21124	0.012487
24.0416	2.11967	-0.0541103
25.4558	2.13215	-0.0457856
26.8701	2.01977	-0.0874089
28.2843	1.89906	-0.112383
29.6985	1.91571	0.00416233
31.1127	1.89906	0.00416233
32.5269	1.96982	0.062435
33.9411	1.98231	0.012487
35.3553	1.99896	0.0208117
36.7696	2.16129	0.129032
38.1838	2.33611	0.162331
39.598	2.6358	0.278876
41.0122	3.15609	0.478668
42.4264	4.72112	1.32778
