1.41421	4.56296	3.65036
2.82843	8.15921	3.60874
4.24264	11.7721	3.60874
5.65685	15.36	3.59209
7.07107	18.9646	3.60042
8.48528	22.5525	3.59209
9.89949	26.1322	3.58377
11.3137	29.7159	3.58377
12.7279	33.2997	3.58377
14.1421	36.9001	3.60042
15.5563	40.4922	3.59209
16.9706	44.0926	3.60042
18.3848	47.6764	3.58377
19.799	51.2601	3.58377
21.2132	54.8439	3.58377
22.6274	58.4277	3.58377
24.0416	62.0114	3.58377
25.4558	65.5952	3.58377
26.8701	69.1956	3.60042
28.2843	72.7877	3.59209
29.6985	76.3881	3.60042
31.1127	79.9719	3.58377
32.5269	83.5557	3.58377
33.9411	87.1394	3.58377
35.3553	90.7357	3.59209
36.7696	94.3403	3.60042
38.1838	97.9282	3.59209
39.598	101.541	3.60874
41.0122	105.146	3.60874
42.4264	108.809	3.65036
