1.41421	1.3205	1.05307
2.82843	1.47034	0.337149
4.24264	1.56191	0.129032
5.65685	1.65349	0.104058
7.07107	1.59938	-0.00416233
8.48528	1.56191	-0.037461
9.89949	1.64516	0.0457856
11.3137	1.75754	0.112383
12.7279	1.72841	-0.00416233
14.1421	1.53694	-0.137357
15.5563	1.641	0.0208117
16.9706	1.69511	0.0707596
18.3848	1.49948	-0.145682
19.799	1.4204	-0.104058
21.2132	1.37877	-0.112383
22.6274	1.26639	-0.112383
24.0416	1.09157	-0.104058
25.4558	0.920916	-0.145682
26.8701	1.04162	0.0707596
28.2843	1.07908	0.0208117
29.6985	0.858481	-0.137357
31.1127	0.908429	-0.00416233
32.5269	1.04579	0.112383
33.9411	1.09157	0.0457856
35.3553	1.01665	-0.037461
36.7696	1.01249	-0.00416233
38.1838	1.16649	0.104058
39.598	1.30801	0.129032
41.0122	1.68262	0.337149
42.4264	2.923	1.05307
