1.41421	1.34547	1.07804
2.82843	1.51197	0.328824
4.24264	1.5744	0.0957336
5.65685	1.69095	0.112383
7.07107	1.75338	0.0790843
8.48528	1.65765	-0.0457856
9.89949	1.85328	0.120708
11.3137	1.89074	0.0957336
12.7279	2.0281	0.129032
14.1421	1.79084	-0.170656
15.5563	1.5744	-0.203954
16.9706	1.22477	-0.287201
18.3848	1.21644	-0.062435
19.799	1.16649	-0.0541103
21.2132	1.20395	0.012487
22.6274	1.21644	0.012487
24.0416	1.13736	-0.0541103
25.4558	1.07076	-0.062435
26.8701	0.729448	-0.287201
28.2843	0.587929	-0.203954
29.6985	0.429761	-0.170656
31.1127	0.62539	0.129032
32.5269	0.712799	0.0957336
33.9411	0.891779	0.120708
35.3553	0.771072	-0.0457856
36.7696	0.900104	0.0790843
38.1838	1.02914	0.112383
39.598	1.12071	0.0957336
41.0122	1.48283	0.328824
42.4264	2.7232	1.07804
