1.41421	4.97919	3.98335
2.82843	8.96254	3.98335
4.24264	12.9459	3.98335
5.65685	16.9292	3.98335
7.07107	20.9126	3.98335
8.48528	24.8959	3.98335
9.89949	28.8793	3.98335
11.3137	32.8626	3.98335
12.7279	36.846	3.98335
14.1421	40.8293	3.98335
15.5563	44.8127	3.98335
16.9706	48.796	3.98335
18.3848	52.7794	3.98335
19.799	56.7627	3.98335
21.2132	60.7461	3.98335
22.6274	64.7294	3.98335
24.0416	68.7128	3.98335
25.4558	72.6961	3.98335
26.8701	76.6795	3.98335
28.2843	80.6629	3.98335
29.6985	84.6462	3.98335
31.1127	88.6296	3.98335
32.5269	92.6129	3.98335
33.9411	96.5963	3.98335
35.3553	100.58	3.98335
36.7696	104.563	3.98335
38.1838	108.546	3.98335
39.598	112.53	3.98335
41.0122	116.513	3.98335
42.4264	120.496	3.98335
