1.41421	0.925078	0.728408
2.82843	0.829344	0.0707596
4.24264	0.700312	-0.0874089
5.65685	0.575442	-0.0957336
7.07107	0.667014	0.037461
8.48528	0.612903	-0.037461
9.89949	0.504683	-0.0790843
11.3137	0.562955	0.0208117
12.7279	0.617066	0.037461
14.1421	0.504683	-0.0291363
15.5563	0.75026	0.145682
16.9706	0.679501	-0.037461
18.3848	0.796046	0.0957336
19.799	0.775234	0.0208117
21.2132	0.866805	0.0790843
22.6274	0.94589	0.0790843
24.0416	0.954214	0.0208117
25.4558	1.09157	0.0957336
26.8701	1.0333	-0.037461
28.2843	1.21228	0.145682
29.6985	1.08325	-0.0291363
31.1127	1.20395	0.037461
32.5269	1.20812	0.0208117
33.9411	1.09157	-0.0790843
35.3553	1.08325	-0.037461
36.7696	1.13736	0.037461
38.1838	0.987513	-0.0957336
39.598	0.92924	-0.0874089
41.0122	1.04162	0.0707596
42.4264	1.93652	0.728408
